2017-05-29 14:26:51 INFO  DistriOptimizer$:697 - caching training rdd ...
2017-05-29 14:26:54 INFO  DistriOptimizer$:280 - [Epoch 1 3584/32561][Iteration 15][Wall Clock 1.130818093s] Train 256 in 0.055529659seconds. Throughput is 4610.149 records/second. Loss is 6918.0015. 
2017-05-29 14:26:54 INFO  DistriOptimizer$:280 - [Epoch 1 3840/32561][Iteration 16][Wall Clock 1.186347752s] Train 256 in 0.058176377seconds. Throughput is 4400.4116 records/second. Loss is 7192.486. 
2017-05-29 14:26:54 INFO  DistriOptimizer$:280 - [Epoch 1 4096/32561][Iteration 17][Wall Clock 1.244524129s] Train 256 in 0.079356351seconds. Throughput is 3225.9548 records/second. Loss is 5369.7285. 
2017-05-29 14:26:54 INFO  DistriOptimizer$:280 - [Epoch 1 4352/32561][Iteration 18][Wall Clock 1.32388048s] Train 256 in 0.075611945seconds. Throughput is 3385.7085 records/second. Loss is 6332.079. 
2017-05-29 14:26:54 INFO  DistriOptimizer$:280 - [Epoch 1 4608/32561][Iteration 19][Wall Clock 1.399492425s] Train 256 in 0.050354487seconds. Throughput is 5083.956 records/second. Loss is 5685.597. 
2017-05-29 14:26:54 INFO  DistriOptimizer$:280 - [Epoch 1 4864/32561][Iteration 20][Wall Clock 1.449846912s] Train 256 in 0.052654428seconds. Throughput is 4861.8896 records/second. Loss is 3842.5977. 
2017-05-29 14:26:54 INFO  DistriOptimizer$:280 - [Epoch 1 5120/32561][Iteration 21][Wall Clock 1.50250134s] Train 256 in 0.051262845seconds. Throughput is 4993.8706 records/second. Loss is 3266.5908. 
2017-05-29 14:26:54 INFO  DistriOptimizer$:280 - [Epoch 1 5376/32561][Iteration 22][Wall Clock 1.553764185s] Train 256 in 0.046269304seconds. Throughput is 5532.8257 records/second. Loss is 2527.237. 
2017-05-29 14:26:55 INFO  DistriOptimizer$:280 - [Epoch 1 5632/32561][Iteration 23][Wall Clock 1.600033489s] Train 256 in 0.05714554seconds. Throughput is 4479.7896 records/second. Loss is 1302.7843. 
2017-05-29 14:26:55 INFO  DistriOptimizer$:280 - [Epoch 1 5888/32561][Iteration 24][Wall Clock 1.657179029s] Train 256 in 0.056934932seconds. Throughput is 4496.361 records/second. Loss is 304.4038. 
2017-05-29 14:26:55 INFO  DistriOptimizer$:280 - [Epoch 1 6144/32561][Iteration 25][Wall Clock 1.714113961s] Train 256 in 0.054871804seconds. Throughput is 4665.42 records/second. Loss is 2499.1528. 
2017-05-29 14:26:55 INFO  DistriOptimizer$:280 - [Epoch 1 6400/32561][Iteration 26][Wall Clock 1.768985765s] Train 256 in 0.050708176seconds. Throughput is 5048.4956 records/second. Loss is 3794.3735. 
2017-05-29 14:26:55 INFO  DistriOptimizer$:280 - [Epoch 1 6656/32561][Iteration 27][Wall Clock 1.819693941s] Train 256 in 0.047014258seconds. Throughput is 5445.1567 records/second. Loss is 3506.6113. 
2017-05-29 14:26:55 INFO  DistriOptimizer$:280 - [Epoch 1 6912/32561][Iteration 28][Wall Clock 1.866708199s] Train 256 in 0.047433343seconds. Throughput is 5397.0474 records/second. Loss is 1747.164. 
2017-05-29 14:26:55 INFO  DistriOptimizer$:280 - [Epoch 1 7168/32561][Iteration 29][Wall Clock 1.914141542s] Train 256 in 0.060255073seconds. Throughput is 4248.605 records/second. Loss is 269.46176. 
2017-05-29 14:26:55 INFO  DistriOptimizer$:280 - [Epoch 1 7424/32561][Iteration 30][Wall Clock 1.974396615s] Train 256 in 0.073728614seconds. Throughput is 3472.1934 records/second. Loss is 825.27997. 
2017-05-29 14:26:55 INFO  DistriOptimizer$:280 - [Epoch 1 7680/32561][Iteration 31][Wall Clock 2.048125229s] Train 256 in 0.050538383seconds. Throughput is 5065.457 records/second. Loss is 1121.85. 
2017-05-29 14:26:55 INFO  DistriOptimizer$:280 - [Epoch 1 7936/32561][Iteration 32][Wall Clock 2.098663612s] Train 256 in 0.050262373seconds. Throughput is 5093.2734 records/second. Loss is 1515.5425. 
2017-05-29 14:26:55 INFO  DistriOptimizer$:280 - [Epoch 1 8192/32561][Iteration 33][Wall Clock 2.148925985s] Train 256 in 0.054972192seconds. Throughput is 4656.9 records/second. Loss is 1999.1288. 
2017-05-29 14:26:55 INFO  DistriOptimizer$:280 - [Epoch 1 8448/32561][Iteration 34][Wall Clock 2.203898177s] Train 256 in 0.051655215seconds. Throughput is 4955.937 records/second. Loss is 1815.5414. 
2017-05-29 14:26:55 INFO  DistriOptimizer$:280 - [Epoch 1 8704/32561][Iteration 35][Wall Clock 2.255553392s] Train 256 in 0.039686711seconds. Throughput is 6450.522 records/second. Loss is 1204.2646. 
2017-05-29 14:26:55 INFO  DistriOptimizer$:280 - [Epoch 1 8960/32561][Iteration 36][Wall Clock 2.295240103s] Train 256 in 0.055628228seconds. Throughput is 4601.98 records/second. Loss is 895.64624. 
2017-05-29 14:26:55 INFO  DistriOptimizer$:280 - [Epoch 1 9216/32561][Iteration 37][Wall Clock 2.350868331s] Train 256 in 0.042210998seconds. Throughput is 6064.7705 records/second. Loss is 816.30597. 
2017-05-29 14:26:55 INFO  DistriOptimizer$:280 - [Epoch 1 9472/32561][Iteration 38][Wall Clock 2.393079329s] Train 256 in 0.035000462seconds. Throughput is 7314.189 records/second. Loss is 425.75864. 
2017-05-29 14:26:55 INFO  DistriOptimizer$:280 - [Epoch 1 9728/32561][Iteration 39][Wall Clock 2.428079791s] Train 256 in 0.041275407seconds. Throughput is 6202.24 records/second. Loss is 235.33948. 
2017-05-29 14:26:55 INFO  DistriOptimizer$:280 - [Epoch 1 9984/32561][Iteration 40][Wall Clock 2.469355198s] Train 256 in 0.040559433seconds. Throughput is 6311.725 records/second. Loss is 647.68945. 
2017-05-29 14:26:55 INFO  DistriOptimizer$:280 - [Epoch 1 10240/32561][Iteration 41][Wall Clock 2.509914631s] Train 256 in 0.031119375seconds. Throughput is 8226.387 records/second. Loss is 89.39758. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 10496/32561][Iteration 42][Wall Clock 2.541034006s] Train 256 in 0.070569579seconds. Throughput is 3627.6252 records/second. Loss is 263.40894. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 10752/32561][Iteration 43][Wall Clock 2.611603585s] Train 256 in 0.04116034seconds. Throughput is 6219.579 records/second. Loss is 137.66846. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 11008/32561][Iteration 44][Wall Clock 2.652763925s] Train 256 in 0.048843386seconds. Throughput is 5241.2417 records/second. Loss is 109.50764. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 11264/32561][Iteration 45][Wall Clock 2.701607311s] Train 256 in 0.035898138seconds. Throughput is 7131.289 records/second. Loss is 93.520775. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 11520/32561][Iteration 46][Wall Clock 2.737505449s] Train 256 in 0.042490717seconds. Throughput is 6024.845 records/second. Loss is 39.837444. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 11776/32561][Iteration 47][Wall Clock 2.779996166s] Train 256 in 0.041079113seconds. Throughput is 6231.878 records/second. Loss is 162.64694. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 12032/32561][Iteration 48][Wall Clock 2.821075279s] Train 256 in 0.040587643seconds. Throughput is 6307.339 records/second. Loss is 207.95801. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 12288/32561][Iteration 49][Wall Clock 2.861662922s] Train 256 in 0.033163543seconds. Throughput is 7719.32 records/second. Loss is 332.669. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 12544/32561][Iteration 50][Wall Clock 2.894826465s] Train 256 in 0.028637089seconds. Throughput is 8939.456 records/second. Loss is 283.71796. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 12800/32561][Iteration 51][Wall Clock 2.923463554s] Train 256 in 0.030205434seconds. Throughput is 8475.296 records/second. Loss is 98.47107. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 13056/32561][Iteration 52][Wall Clock 2.953668988s] Train 256 in 0.033131237seconds. Throughput is 7726.8467 records/second. Loss is 484.90845. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 13312/32561][Iteration 53][Wall Clock 2.986800225s] Train 256 in 0.045423476seconds. Throughput is 5635.8525 records/second. Loss is 147.02475. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 13568/32561][Iteration 54][Wall Clock 3.032223701s] Train 256 in 0.031054961seconds. Throughput is 8243.449 records/second. Loss is 356.6373. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 13824/32561][Iteration 55][Wall Clock 3.063278662s] Train 256 in 0.05365495seconds. Throughput is 4771.228 records/second. Loss is 711.92944. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 14080/32561][Iteration 56][Wall Clock 3.116933612s] Train 256 in 0.037618224seconds. Throughput is 6805.2124 records/second. Loss is 744.5897. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 14336/32561][Iteration 57][Wall Clock 3.154551836s] Train 256 in 0.047688944seconds. Throughput is 5368.1206 records/second. Loss is 673.1875. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 14592/32561][Iteration 58][Wall Clock 3.20224078s] Train 256 in 0.04916008seconds. Throughput is 5207.4775 records/second. Loss is 704.6077. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 14848/32561][Iteration 59][Wall Clock 3.25140086s] Train 256 in 0.058563151seconds. Throughput is 4371.3496 records/second. Loss is 583.1493. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 15104/32561][Iteration 60][Wall Clock 3.309964011s] Train 256 in 0.046722206seconds. Throughput is 5479.1934 records/second. Loss is 162.90335. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 15360/32561][Iteration 61][Wall Clock 3.356686217s] Train 256 in 0.040566783seconds. Throughput is 6310.5815 records/second. Loss is 840.7366. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 15616/32561][Iteration 62][Wall Clock 3.397253s] Train 256 in 0.030145362seconds. Throughput is 8492.186 records/second. Loss is 584.1454. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 15872/32561][Iteration 63][Wall Clock 3.427398362s] Train 256 in 0.0299591seconds. Throughput is 8544.983 records/second. Loss is 206.53143. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 16128/32561][Iteration 64][Wall Clock 3.457357462s] Train 256 in 0.02782134seconds. Throughput is 9201.57 records/second. Loss is 547.97205. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 16384/32561][Iteration 65][Wall Clock 3.485178802s] Train 256 in 0.046260356seconds. Throughput is 5533.896 records/second. Loss is 556.25977. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 16640/32561][Iteration 66][Wall Clock 3.531439158s] Train 256 in 0.029641138seconds. Throughput is 8636.6455 records/second. Loss is 757.227. 
2017-05-29 14:26:56 INFO  DistriOptimizer$:280 - [Epoch 1 16896/32561][Iteration 67][Wall Clock 3.561080296s] Train 256 in 0.025989048seconds. Throughput is 9850.303 records/second. Loss is 665.9591. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 17152/32561][Iteration 68][Wall Clock 3.587069344s] Train 256 in 0.026880727seconds. Throughput is 9523.552 records/second. Loss is 289.6124. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 17408/32561][Iteration 69][Wall Clock 3.613950071s] Train 256 in 0.027199027seconds. Throughput is 9412.102 records/second. Loss is 105.527145. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 17664/32561][Iteration 70][Wall Clock 3.641149098s] Train 256 in 0.02798859seconds. Throughput is 9146.584 records/second. Loss is 947.1913. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 17920/32561][Iteration 71][Wall Clock 3.669137688s] Train 256 in 0.042611096seconds. Throughput is 6007.8247 records/second. Loss is 365.70737. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 18176/32561][Iteration 72][Wall Clock 3.711748784s] Train 256 in 0.031327793seconds. Throughput is 8171.658 records/second. Loss is 365.3282. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 18432/32561][Iteration 73][Wall Clock 3.743076577s] Train 256 in 0.028907739seconds. Throughput is 8855.76 records/second. Loss is 578.67816. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 18688/32561][Iteration 74][Wall Clock 3.771984316s] Train 256 in 0.055076795seconds. Throughput is 4648.055 records/second. Loss is 884.0834. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 18944/32561][Iteration 75][Wall Clock 3.827061111s] Train 256 in 0.041498899seconds. Throughput is 6168.8384 records/second. Loss is 992.3727. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 19200/32561][Iteration 76][Wall Clock 3.86856001s] Train 256 in 0.028231516seconds. Throughput is 9067.88 records/second. Loss is 1164.6643. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 19456/32561][Iteration 77][Wall Clock 3.896791526s] Train 256 in 0.045083471seconds. Throughput is 5678.356 records/second. Loss is 791.044. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 19712/32561][Iteration 78][Wall Clock 3.941874997s] Train 256 in 0.030812114seconds. Throughput is 8308.42 records/second. Loss is 626.50494. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 19968/32561][Iteration 79][Wall Clock 3.972687111s] Train 256 in 0.043313476seconds. Throughput is 5910.4004 records/second. Loss is 295.89417. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 20224/32561][Iteration 80][Wall Clock 4.016000587s] Train 256 in 0.028194819seconds. Throughput is 9079.683 records/second. Loss is 150.10368. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 20480/32561][Iteration 81][Wall Clock 4.044195406s] Train 256 in 0.027522482seconds. Throughput is 9301.486 records/second. Loss is 1063.4149. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 20736/32561][Iteration 82][Wall Clock 4.071717888s] Train 256 in 0.027696734seconds. Throughput is 9242.967 records/second. Loss is 475.7034. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 20992/32561][Iteration 83][Wall Clock 4.099414622s] Train 256 in 0.031525015seconds. Throughput is 8120.535 records/second. Loss is 367.2529. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 21248/32561][Iteration 84][Wall Clock 4.130939637s] Train 256 in 0.02901649seconds. Throughput is 8822.569 records/second. Loss is 824.129. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 21504/32561][Iteration 85][Wall Clock 4.159956127s] Train 256 in 0.028766019seconds. Throughput is 8899.389 records/second. Loss is 850.2165. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 21760/32561][Iteration 86][Wall Clock 4.188722146s] Train 256 in 0.028948047seconds. Throughput is 8843.43 records/second. Loss is 729.5561. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 22016/32561][Iteration 87][Wall Clock 4.217670193s] Train 256 in 0.025710542seconds. Throughput is 9957.005 records/second. Loss is 948.79663. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 22272/32561][Iteration 88][Wall Clock 4.243380735s] Train 256 in 0.026713269seconds. Throughput is 9583.253 records/second. Loss is 930.70636. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 22528/32561][Iteration 89][Wall Clock 4.270094004s] Train 256 in 0.026922633seconds. Throughput is 9508.728 records/second. Loss is 465.77274. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 22784/32561][Iteration 90][Wall Clock 4.297016637s] Train 256 in 0.04397546seconds. Throughput is 5821.428 records/second. Loss is 205.3819. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 23040/32561][Iteration 91][Wall Clock 4.340992097s] Train 256 in 0.027808242seconds. Throughput is 9205.904 records/second. Loss is 358.1972. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 23296/32561][Iteration 92][Wall Clock 4.368800339s] Train 256 in 0.029808357seconds. Throughput is 8588.195 records/second. Loss is 233.8235. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 23552/32561][Iteration 93][Wall Clock 4.398608696s] Train 256 in 0.02684165seconds. Throughput is 9537.417 records/second. Loss is 321.8459. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 23808/32561][Iteration 94][Wall Clock 4.425450346s] Train 256 in 0.027785641seconds. Throughput is 9213.393 records/second. Loss is 660.3769. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 24064/32561][Iteration 95][Wall Clock 4.453235987s] Train 256 in 0.055589828seconds. Throughput is 4605.159 records/second. Loss is 497.00302. 
2017-05-29 14:26:57 INFO  DistriOptimizer$:280 - [Epoch 1 24320/32561][Iteration 96][Wall Clock 4.508825815s] Train 256 in 0.038119272seconds. Throughput is 6715.763 records/second. Loss is 706.3034. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 24576/32561][Iteration 97][Wall Clock 4.546945087s] Train 256 in 0.040013728seconds. Throughput is 6397.8047 records/second. Loss is 422.0332. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 24832/32561][Iteration 98][Wall Clock 4.586958815s] Train 256 in 0.044947141seconds. Throughput is 5695.579 records/second. Loss is 359.11713. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 25088/32561][Iteration 99][Wall Clock 4.631905956s] Train 256 in 0.040736701seconds. Throughput is 6284.2593 records/second. Loss is 200.30905. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 25344/32561][Iteration 100][Wall Clock 4.672642657s] Train 256 in 0.045431178seconds. Throughput is 5634.897 records/second. Loss is 434.14944. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 25600/32561][Iteration 101][Wall Clock 4.718073835s] Train 256 in 0.026888907seconds. Throughput is 9520.654 records/second. Loss is 163.46498. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 25856/32561][Iteration 102][Wall Clock 4.744962742s] Train 256 in 0.026571245seconds. Throughput is 9634.475 records/second. Loss is 438.50925. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 26112/32561][Iteration 103][Wall Clock 4.771533987s] Train 256 in 0.0260116seconds. Throughput is 9841.764 records/second. Loss is 613.6418. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 26368/32561][Iteration 104][Wall Clock 4.797545587s] Train 256 in 0.026103506seconds. Throughput is 9807.111 records/second. Loss is 793.5401. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 26624/32561][Iteration 105][Wall Clock 4.823649093s] Train 256 in 0.024392358seconds. Throughput is 10495.091 records/second. Loss is 685.7832. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 26880/32561][Iteration 106][Wall Clock 4.848041451s] Train 256 in 0.025112686seconds. Throughput is 10194.051 records/second. Loss is 602.79834. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 27136/32561][Iteration 107][Wall Clock 4.873154137s] Train 256 in 0.026981899seconds. Throughput is 9487.842 records/second. Loss is 354.42212. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 27392/32561][Iteration 108][Wall Clock 4.900136036s] Train 256 in 0.025888209seconds. Throughput is 9888.672 records/second. Loss is 210.4579. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 27648/32561][Iteration 109][Wall Clock 4.926024245s] Train 256 in 0.026756569seconds. Throughput is 9567.743 records/second. Loss is 704.15906. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 27904/32561][Iteration 110][Wall Clock 4.952780814s] Train 256 in 0.027678517seconds. Throughput is 9249.05 records/second. Loss is 506.0896. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 28160/32561][Iteration 111][Wall Clock 4.980459331s] Train 256 in 0.042896042seconds. Throughput is 5967.9165 records/second. Loss is 277.8653. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 28416/32561][Iteration 112][Wall Clock 5.023355373s] Train 256 in 0.027736321seconds. Throughput is 9229.774 records/second. Loss is 489.2363. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 28672/32561][Iteration 113][Wall Clock 5.051091694s] Train 256 in 0.025796581seconds. Throughput is 9923.796 records/second. Loss is 825.467. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 28928/32561][Iteration 114][Wall Clock 5.076888275s] Train 256 in 0.025088036seconds. Throughput is 10204.066 records/second. Loss is 732.49335. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 29184/32561][Iteration 115][Wall Clock 5.101976311s] Train 256 in 0.024729453seconds. Throughput is 10352.028 records/second. Loss is 654.9605. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 29440/32561][Iteration 116][Wall Clock 5.126705764s] Train 256 in 0.027707825seconds. Throughput is 9239.268 records/second. Loss is 381.07462. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 29696/32561][Iteration 117][Wall Clock 5.154413589s] Train 256 in 0.044371482seconds. Throughput is 5769.4717 records/second. Loss is 195.39749. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 29952/32561][Iteration 118][Wall Clock 5.198785071s] Train 256 in 0.031035403seconds. Throughput is 8248.645 records/second. Loss is 452.61267. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 30208/32561][Iteration 119][Wall Clock 5.229820474s] Train 256 in 0.026594503seconds. Throughput is 9626.05 records/second. Loss is 180.04192. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 30464/32561][Iteration 120][Wall Clock 5.256414977s] Train 256 in 0.02662543seconds. Throughput is 9614.868 records/second. Loss is 241.1033. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 30720/32561][Iteration 121][Wall Clock 5.283040407s] Train 256 in 0.047524708seconds. Throughput is 5386.6714 records/second. Loss is 565.7023. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 30976/32561][Iteration 122][Wall Clock 5.330565115s] Train 256 in 0.025593181seconds. Throughput is 10002.665 records/second. Loss is 731.8578. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 31232/32561][Iteration 123][Wall Clock 5.356158296s] Train 256 in 0.027863673seconds. Throughput is 9187.59 records/second. Loss is 902.6892. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 31488/32561][Iteration 124][Wall Clock 5.384021969s] Train 256 in 0.040014964seconds. Throughput is 6397.607 records/second. Loss is 978.94653. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 31744/32561][Iteration 125][Wall Clock 5.424036933s] Train 256 in 0.025080255seconds. Throughput is 10207.233 records/second. Loss is 523.60315. 
2017-05-29 14:26:58 INFO  DistriOptimizer$:280 - [Epoch 1 32000/32561][Iteration 126][Wall Clock 5.449117188s] Train 256 in 0.025966218seconds. Throughput is 9858.964 records/second. Loss is 221.07288. 
